Expt.,SLN
-1.265,S(C[2]=CHC[5]=C(CH=CH@2)CH=CHCH=CH@5)(=O)(=O)OH
-2.118,C[1]H(CH(C[5]C[6]=C(CH=CHC(=CH@6)OCH3)N=CHCH=@5)OH)N[27]CH2CH(CH(CH2@1)CH2CH2@27)C#CH
-2.71,S(C(NH2)=NH)CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3
1.128,N[1](C(OCH2CH3)=O)CH2CH2N(CH2CH2@1)CH3
0.652,N[1](CH(CH2NHCH(CH2@1)CH3)CH3)C(OCH2CH3)=O
-2.389,C[1]=C(C[3]=C(N=C@1CH=CHC(=CH@1)CH3)CH=CHCH=CH@3)NH2
-1.382,S(C[2]=CHCH=C(CH=CH@2)C(NH2)=NH)(=O)(=O)CH3
0.024,N[1](CH(CH2N(CH(CH2@1)CH3)C(NH2)=NH)CH3)C(NH2)=NH
-2.396,C[1]=C(C[3]=C(N=C@1CH=CHC(=CH@1)F)CH=CHCH=CH@3)NH2
-2.122,C[1]=C(C[3]=C(N=C@1CH=C(CH=CH@1)F)CH=CHCH=CH@3)NH2
-1.655,C[1]C(=NC[4]=C(C=@1NH2)CH=CHCH=CH@4)C(=CHCH=CH@1)F
-0.949,C[1]=C(C[3]=C(N=C@1CH=CHCH=C@1F)CH=CHCH=CH@3)NH2
-1.578,C[1]=C(C[3]=C(N=C@1CH=CHCH=C@1Cl)CH=CHCH=CH@3)NH2
-1.532,N[1](CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)CH2CH2CH2CH2CH2@1
-2.424,C[1]=C(C[3]=C(N=C@1CH=CHC(=CH@1)Cl)CH=CHCH=CH@3)NH2
-1.725,C[1]=C(C[3]=C(N=C@1CH=C(CH=CH@1)Cl)CH=CHCH=CH@3)NH2
-1.092,C[1](=C(CH=CHCH=C@1CH3)CH3)NHC(NHN(CH2CH3)CH2CH3)=O
-1.386,C(C[2]HCH2CH2NHCH2CH2@2)(C[18]=CHCH=CHCH=CH@18)(C[29]=CHCH=CHCH=CH@29)OH
-1.527,CH(N[3]CH2CH2N(CH2CH2@3)CH3)(C[21]=CHCH=CHCH=CH@21)C[32]=CHCH=CHCH=CH@32
-1.838,C[1]=C(C[3]=C(N=C@1CH=CHCH=C@1N[+1](O[-1])=O)CH=CHCH=CH@3)NH2
-0.98,C[1]H(NHCH2CH2NHC[13]HCH2CH2CH2CH2CH2@13)CH2CH2CH2CH2CH2@1
-2.475,C[1]=C(C(F)(F)F)CH=CHCH=C@1N=C[15]C(=C@1NH2)CH=CHCH=CH@15
-2.243,C(CH2CH(CH2CH2NHCH2CH2NHCH2CH2CH(CH2C(CH3)(CH3)CH3)CH3)CH3)(CH3)(CH3)CH3
-1.545,C[1]=C(CH(CH2N[8]CH2CH2CH2CH2CH2@8)OH)CH=CHC(=C@1CH=CHCH=CH@1)Cl
-2.174,C[1]C(=NC[4]=C(C=@1NH2)CH=CHCH=CH@4)CH=C(CH=CH@1)C(F)(F)F
-1.684,C[1]=C(C(CH2CH2N(CH2CH3)CH2CH3)(OH)CH3)CH=CHC(=C@1CH=CHCH=CH@1)OCH3
-1.023,C[1](OC(=CHCH=@1)CH2CH2C[14]OC(=CHCH=@14)C(NH2)=NH)C(NH2)=NH
-1.493,C[1](C(OCH2CH2NHCH(C[14]=CHCH=CHCH=CH@14)CH3)=O)=CHCH=C(CH=CH@1)OCH2CH3
-2.196,C[1](=C(CH=CHCH=CH@1)CH3)NHC(C(C(NHC[22]=C(CH=CHCH=CH@22)CH3)=O)=O)=O
-2.682,C[1]H(C(C[4]=C(C@1=O)CH=CHCH=CH@4)=[S=I]NOH)N[+1](O[-1])=O
-2.682,C[1](C[2]=CHCH=CHCH=CH@2)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=CHCH=CH@36)=O)OH
-1.619,C[1](C[2]=CHCH=C(CH=CH@2)CH3)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[39]=CHCH=CHCH=CH@39)=O)OH
-1.492,C[1]HC(C(CH(CH2@1)CH2N(CH3)CH3)=O)(CH2CH2C[29]HCH@1CH2CH=C[38]C@29(CH2CH2CH(CH2@38)OH)CH3)CH3
-1.206,C[1](CH2NHCH2CH2NHCH2C[18]=CHCH=CHCH=CH@18)=CHCH=CHCH=CH@1
-2.967,C[1](C[2]=CHCH=C(CH=CH@2)F)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=CHCH=CH@36)=O)OH
-2.871,C[1](C[2]=CHCH=CHCH=CH@2)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=C(CH=CH@36)F)=O)OH
-3.351,C[1](C[2]=CHCH=C(CH=CH@2)Cl)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=CHCH=CH@36)=O)OH
-0.942,C[1](S(=O)(=O)OH)=CHC(=CHC(=CH@1)NH2)C(=O)OH
-2.232,C[1](C(C[3]=C(C=@1O[-1])CH=CHCH=CH@3)=O)S(=O)(=O)OH
-1.903,C(C[2]HNHCH2CH2CH2CH2@2)(C[18]=CHCH=CHCH=CH@18)(C[29]=CHCH=CHCH=CH@29)OH
-4.631,CH(N[3]CH2CH2N(CH2CH2@3)CH2C[20]=CHC(=CHCH=CH@20)CH3)(C[34]=CHCH=C(CH=CH@34)Cl)C[45]=CHCH=CHCH=CH@45
-2.83,C[1](C[2]=CHCH=C(CH=CH@2)F)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=C(CH=CH@36)F)=O)OH
-3.284,C[1](C[2]=CHCH=C(CH=CH@2)Cl)(CH2CH2N(CH2CH2@1)CH2CH2CH2C(C[36]=CHCH=C(CH=CH@36)F)=O)OH
-4.22,C[1]C[2]C[3]OCH@1CH2CH2CH2CH@1CH(CH2C=@2CH=CHC=@3OCH2C[33]=CHCH=CHCH=CH@33)N(CH2CH2@1)CH3
-4.7,C[1](=C(C(=C(C(=C@1Cl)Cl)OH)Cl)Cl)Cl
-0.493,S(CH(SC[5]=CHCH=CHCH=CH@5)CH3)(=O)(=O)OH
-2.103,C[1](C[2]=CHCH=CHCH=CH@2)(C(NHC(NHC@1=O)=O)=O)CH2CH3
-1.531,S(CH2CH2SC[9]=CHCH=CHCH=CH@9)(=O)(=O)OH
-0.805,C[1]H(C(=C(C(O@1)=O)OH)OH)CH(CH2OH)OH
-0.798,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=C(C(=O)OH)CH=CHCH=CH@17)(=O)=O
-1.721,C[1]C[2]=C(CH2CH(CH@1CH=CHCH=CH@1)N(CH2CH2@1)CH3)CH=CHC(=C@2OH)OH
-1.959,C[1]C[2]C[3]OCH@1CH(CH2CH2CH@1CH(CH2C=@2CH=CHC=@3OCH2OCH3)N(CH2CH2@1)CH3)OH
-1.224,C[1]=C(CH(CH2N(CH3)CH3)OH)CH=CHC(=C@1CH=CHCH=CH@1)Cl
-4.097,C[1](C[2]=CHCH=CHCH=CH@2)(C[13]=CHCH=CHCH=CH@13)C(NHC(NH@1)=O)=O
-2.164,C[1](S(NHC[5]=NCH=CHCH=N@5)(=O)=O)=CHCH=C(CH=CH@1)NH2
-2.844,CH(C[3]=CHCH=CHCH=CH@3)(OC(C[16]=CHCH=C(CH=CH@16)N[+1](O[-1])=O)=O)CH2N(CH2CH3)CH2CH3
-1.301,C[1]C[2]C[3]OCH@1CH(CH=CHCH@1CH(CH2C=@2CH=CHC=@3OCH3)N(CH2CH2@1)CH3)OC(=O)CH3
-2.871,C[1](S(NHC[5]SCH=CHN=@5)(=O)=O)=CHCH=C(CH=CH@1)NH2
-0.636,N[1](C(C(=C(N@1CH3)CH3)N(CH3)CH3)=O)C[24]=CHCH=CHCH=CH@24
-1.503,CH(C[3]=CHCH=CHCH=CH@3)(C(OCH2C[19]=CHCH=CHCH=CH@19)=O)OS(=O)(=O)OH
-3.288,C[1]=C(C(CH=CHC@1=[S=N]NNHC(NH2)=NH)=[S=N]NNHC(NH2)=NH)CH=CHCH=CH@1
-2.537,C[1]C(=C(CH=C(C=@1OH)N[+1](O[-1])=O)N[+1](O[-1])=O)CH=CHC(=CH@1)S(OH)(=O)=O
-1.089,N[1](C[2]=CHCH=CHCH=CH@2)N(C(=CHC@1=O)CH3)CH3
-1.18,C[1]HN(CH(CH2CH2@1)CH2CH(CH2@1)OC(CH(C[24]=CHCH=CHCH=CH@24)CH2OH)=O)CH3
-3.102,C[1]C[2]C[3]OCH@1CH(CH=CHCH@1CH(CH2C=@2CH=CHC=@3OH)N(CH2CH2@1)CH3)OH
-0.996,C(C[2]=CHCH=C(CH=CH@2)Cl)(N(CH3)CH3)=O
-1.151,C[1](C(NHNH2)=O)=CHCH=C(CH=CH@1)OCH3
-2.988,N(C[2]=NCH=CHCH=N@2)(CH2C[14]=CHCH=C(CH=CH@14)OCH3)CH2CH2N(CH3)CH3
-3.822,CH(C(C[4]=CHCH=CHCH=CH@4)=O)(C[16]=CHCH=CHCH=CH@16)OH
-0.066,C[1](C(NHC(=NC@1=O)O[-1])=O)(CH2CH3)CH2CH3
-2.291,C[1]C(=CHC(=C(CH=@1)OCH3)OCH3)CH=CHN=C@1CH2C[28]=CHC(=C(CH=CH@28)OCH3)OCH3
-1.656,C[1](=C(C[3]=C(CH=CH@1)CH=CHCH=CH@3)NH2)S(=O)(=O)OH
-1.749,C[1]C[2]C[3]OCH@1CH(CH2CH2CH@1CH(CH2C=@2CH=CHC=@3OCH3)N(CH2CH2@1)CH3)OC(=O)CH3
-1.414,C[1]H(CH(C[5]C[6]=C(N=CHCH=@5)CH=CHCH=CH@6)OH)N[23]CH2CH(CH(CH2@1)CH2CH2@23)C(OCH2CH2CH(CH3)CH3)=O
-0.293,C[1](S(=O)(=O)OH)=C(CH=C(CH=CH@1)OH)CH3
-3.057,CH(C(OH)=O)(CH2C[10]=CHCH=C(CH=CH@10)OH)NH2
-1.267,C(C[2]=CHCH=C(CH=CH@2)N[+1](O[-1])=O)(N(CH3)CH3)=O
-2.744,N[1](C(C(=C(CH=N@1)NH2)Cl)=O)C[13]=CHCH=CHCH=CH@13
-2.88,C[1](=C(CH=CHCH=CH@1)CH2CH=CH2)OCH2CH(CH2NHCH(CH3)CH3)OH
-3.755,C[1]C(C[3]=CHCH=CHCH=CH@3)=NCH2CH2N(C=@1CH=CHC(=CH@1)Cl)CH3
-1.619,C[1](CH2C[5]=CHCH=CHCH=CH@5)(OCH2CH2CH2N(CH3)CH3)CH2CH2CH2CH2CH2CH2@1
-0.061,CH(C(OCH3)=O)(NHC(CH(Cl)Cl)=O)CH2OH
-3.259,N[1]C(CH(CH2CH2@1)C(OH)=O)=CHCH=C@1C(C[21]=CHCH=CHCH=CH@21)=O
-3.994,C[1]=C(OCH2CH(CH2NHCH(CH3)CH3)OH)CH=CHCH=C@1CH=CHCH=CH@1
-2.145,N[1](C[2]=C(SC[5]=C@1CH=CHCH=CH@5)CH=CHCH=CH@2)CH2CH(N(CH2CH3)CH2CH3)CH3
-3.728,N[1](P(CH2C[6]=CHCH=C(CH=CH@6)C[16]SC[18]=C(N=@16)CH=CHCH=CH@18)(OCH2CH3)=O)C(CH2CH2CH2@1)=O
-6.897,C[1](=C(C(NHC[6]=C(CH=C(CH=CH@6)F)F)=O)CH=CHCH=N@1)OC[26]=CHC(C(F)(F)F)=CHCH=CH@26
-3.449,C[1](CH(CH2N[7]CH=NCH=CH@7)OCH2C[19]=C(CH=C(CH=CH@19)Cl)Cl)=C(CH=C(CH=CH@1)Cl)Cl
-4.359,C[1](C[2]=CHCH=C(CH=CH@2)CH2C(OCH2CH3)=O)SC[26]=C(N=@1)CH=CHCH=CH@26
-2.144,C[1]=C(NHCH=N@1)N=CHN=C@1SCH2OC(=O)CH3
-1.76,C[1]C(CH2CH(C(NHCH(C(OH)=O)CH2CH(CH3)CH3)=O)NH2)=CHNHC=@1CH=CHCH=CH@1
-2.603,C[1]=C(C(C(=CHN@1C(CH2F)(CH3)CH3)C(OH)=O)=O)CH=C(C(=CH@1)N[32]CH2CH2NHCH2CH2@32)F
-3.648,C[1]N(C[3]HCH2CH2@3)CH=C(C(C=@1CH=C(C(=CH@1)N[22]C[23]HCH2CH(CH2@22)NHCH2@23)F)=O)C(OH)=O
-1.454,C(OC(NHCH(C(NHCH2C(OCH3)=O)=O)CH2C#CH)=O)(CH3)(CH3)CH3
-5.682,C[1]H(C(=C(NHC(=C@1C(OCH3)=O)CH3)CH3)C(OCH2CH3)=O)C[34]=C(C(=CHCH=CH@34)Cl)Cl
-2.454,C[1]H(C[3]HOCH(OCH2@3)C[12]=CHCH=CHCH=CH@12)CH(OCH(O@1)C[29]=CHCH=CHCH=CH@29)C(OH)=O
-1.297,C[1](=C(C[3]=CHCH=C(CH=CH@3)CH3)N=C[18]N@1CH=C(CH=CH@18)CH3)CH2C(N(CH3)CH3)=O
-4.778,C[1]C(=CHC(=CHCH=@1)OCH3)CH=CHC(=CH@1)CH(C(OCH3)=O)CH3
-3.699,C[1](C(C[3]=C(O@1)CH=C(CH=C@3OCH3)OCH3)=O)C(=CHC(CH2CH@1CH3)=O)OCH3
-2.106,C[1](N(CH=CHC(=CH@1)CH2CH2CH3)CH2CH2C(OH)=O)=O
-0.636,N[1](C(CH=CHCH=CH@1)=O)CH2CH2CH2CH2CH2C(OH)=O
-4.331,C[1](C(N(CH2C=@1N[+1](O[-1])=O)CH(CH3)CH3)=O)OCH2CH3
-4.397,N[1](C(CH=C(CH=CH@1)CH2CH2CH2CH2CH2CH2CH3)=O)CH2CH2C(OH)=O
-7.223,C[1](=C(C(OCH2CH2CH2CH3)=O)CH=CHCH=CH@1)C(OCH2CH(CH2CH2CH2CH3)CH2CH3)=O
-4.177,C[1]=C(CH(CH2CH2CH@1CH3)CH(CH3)CH3)N=C(N=CH@1)NHS(C[35]=CHCH=C(CH=CH@35)NH2)(=O)=O
-0.903,C[1]=C(C(=C[4]C(=C@1CH2NH2)CH=CHO@4)OCH3)OC(CH=CH@1)=O
-3.187,CH(C[3]=CHCH=CHCH=CH@3)(NHC(CH2C[20]=CHCH=CHCH=CH@20)=O)CH3
-2.681,C[1]C[2]C(CH=CHC=@1CH=CHCH=N@1)=NCH=CHCH=@2
-4.602,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)CH(CH2C(=CHC@1=O)OCH2CH3)CH3
-2.64,C[1](=C[2]C(=NC[5]=C@1CH=CHC(=CH@5)Cl)CH=CHC(=CH@2)OCH3)NHCH(CH2CH2CH2N(CH2CH3)CH2CH3)CH3
-5.223,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)CH(CH2C(=CHC@1=O)OCH2CH2CH3)CH3
-3.567,C[1]=C(C(C(=CHN@1CH2CH2CH3)C(OH)=O)=O)CH=C(C(=CH@1)N[29]CH2CH2NHCH2CH2@29)F
-1.603,C[1](=C(C(=NCH=C@1CH2OH)CH3)OH)CH=[S=N]NCH(CH(CH3)CH3)C(=O)OH
-1.625,N[1]CH(CH(C@1=O)NHC(CH2C[14]=CHCH=CHCH=CH@14)=O)SC(CH@1C(OH)=O)(CH3)CH3
-2.242,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC(=S)NH2)(=O)=O
-1.256,C[1](C(OCH2CH2N(CH2CH3)CH2CH3)=O)=CHCH=C(CH=CH@1)NH2
-2.387,C[1]C[2]HC[4]HC[6]HCH2CH@1N(CH2CH2@1)CH2C@6=CHCH2OCH@4CH2C(N@2C[37]=C@1CH=CHCH=CH@37)=O
-2.82,C(C[2]N=CHCH=CHCH=@2)(C[12]=CHCH=CHCH=CH@12)(OCH2CH2N(CH3)CH3)CH3
-1.98,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC(=NH)NH2)(=O)=O
-1.383,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]N=CHCH=CHCH=@17)(=O)=O
-2.143,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=NCH=CHS@17)(=O)=O
-0.962,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=NCH=CHCH=N@17)(=O)=O
-2.629,S(C[2]=CHCH=C(CH=CH@2)NH2)(NHC[17]=NC(=CHCH=N@17)CH3)(=O)=O
-2.034,S(C[2]=CHCH=C(CH=CH@2)NHC(CH2CH2C(=O)OH)=O)(=O)(=O)NH2
-1.479,C[1]=C(C(=C(N=C@1CH=CHCH=CH@1)CH2NH2)CH3)CH2CH3
0.159,C(SCH2CH2CH2CH2CH2CH2CH2CH3)(NH2)=NH
-4.774,N[1](C[2]=C(C(=C@1CH3)CH2C(OH)=O)CH=C(CH=CH@2)OCH3)C(C[30]=CHCH=C(CH=CH@30)Cl)=O
-4.54,C[1]H(C[3]=C(N[+1](O[-1])=O)CH=CHCH=CH@3)C(=C(NHC(=C@1C(OCH3)=O)CH3)CH3)C(OCH3)=O
-0.435,S(N[2]CH2CH2CH2CH2@2)(N[15]CH2CH2CH2CH2@15)(=O)=O
-0.403,C[1](C(CH2CH2CH=@1)=O)CH2CH2CH(CH2C(OH)=O)OH
-4.332,CH(CH2ON[+1](O[-1])=O)(ON[+1](O[-1])=O)CH2CH2CH2CH2CH2CH3
-4.449,S(C[2]=CHC(=CHS@2)C(C[10]=CHCH=C(CH=CH@10)CH3)=O)(=O)(=O)NH2
-3.494,N[1](C(NHC(C(=CH@1)F)=O)=O)CH2C[15]=CHCH=C(CH=CH@15)Cl
-2.861,S(C[2]=CHC(=CHS@2)C(C[10]=CHCH=C(CH=CH@10)OH)=O)(=O)(=O)NH2
-2.751,N[1](C(NHC(C(=CH@1)F)=O)=O)CH2C[15]=CHCH=C(CH=CH@15)OCH3
-4.473,C[1](S(=O)(=O)NH2)=CHC(=CHS@1)C(C[15]=CHCH=C(CH=CH@15)OCH3)=O
-5.086,C[1]C[2]=C(CH=C(C=@1OC[9]=C@1CH2CH2CH2CH2@9)CH3)C(=CHC(O@2)=O)CH3
-4.077,C[1](C(CH(C[5]=C@1N=C(N=CH@5)NHS(C[15]=CHCH=C(CH=CH@15)NH2)(=O)=O)CH2CH2@1)(CH3)CH3)CH3
-1.229,C[1](=CHCH=C(CH=CH@1)OCH2CH2OH)OCH2CH2OH
-0.585,S[1](N(CH2C(OH)=O)CH2CH2CH2CH2@1)(=O)=O
-1.196,C[1]C[2]CH2N(CH2CH@1CH2CH2CH2C=@1C(=CHCH=@2)CH3)C(=[S=N]NOH)NH2
-1.221,C[1]C[2]=C(CH=CHC=@1CH2N(CH2CH@1CH2CH2CH2@2)C(NH2)=NH)OCH3
-1.35,C[1]C[2]HCH2N(CH2C@1=CHCH=CHC=@1CH2CH2CH2@2)C(=[S=N]NOH)NH2
-1.067,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHCH=CH@2)C(NHN(CH3)CH3)=NH
-2.483,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHCH=CH@2)C(NHN=C(CH3)CH3)=NH
-1.999,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=C(CH=CH@2)Cl)C(=[S=N]NOH)NH2
-1.776,C[1]C[2]=C(CH=CHC=@1CH2N(CH2CH@1CH2CH2CH2@2)C(=[S=N]NOH)NH2)OCH3
-1.214,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHC(=CH@2)OCH3)C(=[S=N]NOH)NH2
-5.398,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)CH(CH2C(=CHC@1=O)OCH2CH2CH2CH3)CH3
-1.832,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHCH=CH@2)C(=[S=N]NC[26]=CHCH=C(CH=CH@26)NH2)NH2
-1.535,C[1](C(C[3]=CHC(=C(CH=CH@3)OH)CH2N(CH3)CH3)=O)CH=C(SCH=@1)S(=O)(=O)NH2
-2.046,C[1](S(=O)(=O)NH2)=CHC(=CHS@1)C(C[15]=CHCH=C(CH=CH@15)CH2NHCH2CH(CH3)CH3)=O
-2.161,C[1](C(NHNH2)=O)=CHCH=C(CH=CH@1)N[+1](O[-1])=O
-3.371,C[1](S(=O)(=O)NH2)=CHC(=CHS@1)C(C[15]=CHCH=C(CH=CH@15)CH2NHCH2C[33]=CHCH=CHCH=CH@33)=O
-1.152,C[1]=C[2]CH2N(CH2C@1=CHCH=CHC@1=CHCH=CH@2)C(NHCH3)=[S=I]NCH3
-1.011,N[1](C[2]HOCH2CH2CH2@2)C(NHC(C(=CH@1)F)=O)=O
-5,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)C(=CHC(CH2CH@1CH3)=O)OCH2CH3
-2.635,N[1](S(C[3]=C(C@1=O)CH=CHCH=CH@3)(=O)=O)C[17]HC(NHCH2CH2CH2@17)=O
-3.193,C[1]=C(CH=CHC(=CH@1)CH=[S=N]CHC(OH)=O)OCH2O@1
-4.145,C[1](=C(CH=C(CH=CH@1)OCH2CH2CH2CH2CH2CH3)OH)C(=[S=N]NOH)CH3
-3.886,C[1](C[2]OC(=CHCH=@2)N[+1](O[-1])=O)NHC[14]=C(N=@1)CH=CHCH=CH@14
-4.886,C[1](=C(CH=C(CH=CH@1)OCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)OH)C(=[S=N]NOH)CH3
-4.06,C[1](=C(CH=C(CH=CH@1)OCH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)OH)C(=[S=N]NOH)CH2CH3
-3.471,C[1](C(C[3]=CHCH=CHCH=CH@3)=[S=N]NOH)=C(CH=C(CH=CH@1)OCH2CH2CH2CH2CH2CH3)OH
-4.699,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH2CH3)Cl)=O)C(=CHC(CH2CH@1CH3)=O)OCH2CH3
-4.524,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)C(=CHC(CH2CH@1CH3)=O)OCH2CH2CH3
-4.118,C[1]=C(N=C(NHC@1=O)NHC[11]=CHCH=CHCH=CH@11)NHCH=N@1
-3.154,N[1]CH(CH(C@1=O)NHC(CH2OC[15]=CHCH=C(CH=CH@15)CH3)=O)SC(CH@1C(OH)=O)(CH3)CH3
-3.39,C[1]C(C[3]=CHCH=CHCH=CH@3)=N[+1](CH2C(=NC=@1CH=CHC(=CH@1)Cl)NHCH3)O[-1]
-1.789,C[1](=CHCH=C(CH=CH@1)N=[S=N]NN(CH2CH(CH2CH3)CH3)CH3)C(OH)=O
-2.503,C[1](SC[3]=C(N=@1)CH=CHC(=CH@3)OH)S(=O)(=O)NH2
-2.604,C[1](C(N(C[4]=CHCH=CHCH=CH@4)OH)=O)=CHC(=CHCH=CH@1)F
-3.206,C[1](=C(C(NHOH)=O)CH=CHCH=CH@1)N=[S=I]CHC[20]N=CHCH=CHCH=@20
-2.532,C[1](N(C(C[4]=CHC(=CHCH=CH@4)F)=O)OH)=C(CH=CHCH=CH@1)CH3
-3.407,N(C[2]=CHC(=CHCH=CH@2)CH3)(C(CH2CH2C[23]=CHCH=CHCH=CH@23)=O)OH
-2.794,C[1](N(C(CH2CH2C[10]=CHCH=CHCH=CH@10)=O)OH)=C(CH=CHCH=CH@1)CH3
-4.699,C[1](C(C[3]=C(O@1)C(=C(CH=C@3OCH3)OCH3)Cl)=O)C(=CHC(CH2CH@1CH3)=O)OCH2CH2CH2CH3
-2.634,C[1]H(CH(CH(OCH(CH@1OH)OH)CH2OH)OH)OC(CH2CH2CH2CH2CH2CH2CH3)=O
-3.498,C[1](C[2]=C(S(O@1)(=O)=O)CH=CHCH=CH@2)C[16]=C(OC[19]=C@1CH=C(CH=CH@19)OH)CH=CHC(=CH@16)OH
-3.104,C(C[2]=CHC(=CHC(=CH@2)OCH3)OCH3)(N(C[22]=CHCH=CHCH=CH@22)OH)=O
-4.472,C[1](C(N(C[4]=CHC(=CHCH=CH@4)CH3)OH)=O)=C(CH=C(CH=CH@1)Cl)Cl
-4.171,C[1](C(N(C[4]=C(CH=CHCH=CH@4)CH3)OH)=O)=C(CH=C(CH=CH@1)Cl)Cl
-3.645,C[1](N(C(C[4]=CHC(=CHC(=CH@4)OCH3)OCH3)=O)OH)=C(CH=CHCH=CH@1)CH3
-3.613,C[1](C(N(C[4]=CHC(=CHCH=CH@4)CH3)OH)=O)=CHC(=CHC(=CH@1)OCH3)OCH3
-1.568,C[1]HN(CH(CH2CH2@1)CH2CH(CH2@1)OC(CH(C[24]=CHCH=CHCH=CH@24)CH2OS(OH)(=O)=O)=O)CH3
-2.456,C[1]=C(C(=CHCH=C@1CH=CHCH=CH@1)OH)CH=[S=N]NNHC(NH2)=NH
-1.815,C(C[2]HCH2CH2CH2CH2CH2@2)(C[19]=CHCH=CHCH=CH@19)(CH2CH2N[36]CH2CH2CH2CH2CH2@36)OH
-2.959,C[1]=C(C(C(=CHN@1CH2CH3)C(OH)=O)=O)CH=C(C(=CH@1)N[26]CH2CH2NHCH2CH2@26)F
0.132,O(C[2]=CHCH=C(CH=CH@2)NHC(=O)CH3)P(OH)(=O)O[-1]
-1.452,C[1]H(C(N(OH)CH3)=O)CH2CH2CH2CH2CH2CH2@1
-2.035,C[1]H(C(N(C[5]HCH2CH2CH2CH2CH2@5)OH)=O)CH2CH2@1
-2.699,C(N(C[3]HCH2CH2CH2CH2CH2@3)OH)(C[22]HCH2CH2CH2@22)=O
-3.155,C(N(C[3]HCH2CH2CH2CH2CH2@3)OH)(C[22]HCH2CH2CH2CH2@22)=O
-0.424,C[1](=CHCH=C(CH=CH@1)C(OH)=O)N=[S=N]NN(CH2CH3)CH3
-1.432,C[1](=CHCH=C(CH=CH@1)C(OH)=O)N=[S=N]NN(CH2CH2CH3)CH3
-1.808,C[1](=CHCH=C(CH=CH@1)C(OH)=O)N=[S=N]NN(CH2CH2CH2CH3)CH3
-2.367,C[1](=CHCH=C(CH=CH@1)N=[S=N]NN(CH2CH2CH2CH2CH3)CH3)C(OH)=O
-2.524,C[1](=CHCH=C(CH=CH@1)N=[S=N]NN(CH2CH2CH2CH2CH2CH3)CH3)C(OH)=O
-3.385,C[1](=CHCH=C(CH=CH@1)N=[S=N]NN(CH2CH2CH2CH2CH2CH2CH3)CH3)C(OH)=O
-5.474,C[1](C(N(C[4]=CHCH=C(CH=CH@4)Cl)OH)=O)=CHC[20]=C(CH=CH@1)CH=CHCH=CH@20
-2.31,C[1]=C[2]C(=CHCH=C@1CH=CHCH=N@1)CH=CHCH=N@2
-2.046,C[1](=CHC(=CHS@1)C(C[9]=CHC(=CHCH=CH@9)CH2NHCH2CH(CH3)CH3)=O)S(=O)(=O)NH2
-2.21,C[1](S(=O)(=O)NH2)=CHC(=CHS@1)C(C[15]=CHCH=C(CH=CH@15)CH2NHCH2CH2CH2CH3)=O
-1.498,C[1](=CHC(=CHS@1)C(C[9]=CHC(=CHCH=CH@9)CH2NHCH2CH2CH(CH3)CH3)=O)S(=O)(=O)NH2
-1.418,C[1](C(C[3]=CHC(=C(CH=CH@3)OH)CH2N(CH2CH(CH3)CH3)CH3)=O)CH=C(SCH=@1)S(=O)(=O)NH2
-1.975,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)CH2NHC(CH3)(CH3)CH3)(=O)=O
-1.684,S(C[2]CH=C(SCH=@2)S(=O)(=O)NH2)(C[15]=CHCH=C(CH=CH@15)CH2NHCH2CH2CH2CH3)(=O)=O
-1.522,S(C[2]=CHC(=CHS@2)C(C[10]=CHCH=C(CH=CH@10)CH2N[23]CH2CH2OCH2CH2@23)=O)(=O)(=O)NH2
